No.Invoice,Tanggal Invoice,No.Urut,Nama Pelanggan,Kode Produk,Quantity, Gross sales , Discount , Net sales ,Jenis Kirim,Ongkir/Unit,Total Sales,ID Salesman
ORD-BS-00241185603-4,2/2/2020,1,Ithaca Mountain Climbers,BM-CA-071,1," 2,340 ", - ," 2,340 ",1,50," 2,390 ",956821
ORD-BS-00241187604-4,2/3/2020,1,Ithaca Mountain Climbers,BM-OC-047,1," 7,990 ", - ," 7,990 ",2,30," 8,050 ",185077
ORD-BS-00241228637-4,2/5/2020,1,Ithaca Mountain Climbers,BM-CC-059,3," 15,990 ", - ," 47,970 ",2,30," 48,030 ",458320
ORD-BS-00241267661-4,2/6/2020,1,Ithaca Mountain Climbers,BR-EC-006,1," 3,940 ", 39 ," 3,901 ",2,30," 3,961 ",205347
ORD-BS-00341086505-2,2/6/2020,1,Columbus Race Equipment,BR-CC-043,1," 3,500 ", - ," 3,500 ",2,25," 3,550 ",599012
ORD-BS-00341086505-2,2/6/2020,2,Columbus Race Equipment,BR-EA-020,1," 1,030 ", - ," 1,030 ",1,45," 1,075 ",599012
ORD-BS-00341086505-2,2/6/2020,3,Columbus Race Equipment,BR-EC-007,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",599012
ORD-BS-00341093515-3,2/7/2020,1,Columbus Race Equipment,BR-EC-007,1," 3,200 ", 32 ," 3,168 ",1,45," 3,213 ",205347
ORD-BS-00341093515-3,2/7/2020,2,Columbus Race Equipment,BR-EC-003,1," 7,990 ", 80 ," 7,910 ",1,45," 7,955 ",205347
ORD-BS-00341093515-3,2/7/2020,3,Columbus Race Equipment,BM-CC-063,1," 5,330 ", 53 ," 5,277 ",2,25," 5,327 ",205347
ORD-BS-00341093515-3,2/7/2020,4,Columbus Race Equipment,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",205347
ORD-BS-00341093515-3,2/7/2020,5,Columbus Race Equipment,BR-TC-039,1," 4,500 ", 45 ," 4,455 ",2,25," 4,505 ",205347
ORD-BS-00341093515-3,2/7/2020,6,Columbus Race Equipment,BR-EC-005,1," 4,260 ", 43 ," 4,217 ",2,25," 4,267 ",205347
ORD-BS-00341093515-3,2/7/2020,7,Columbus Race Equipment,BM-OC-050,1," 3,200 ", 32 ," 3,168 ",1,45," 3,213 ",205347
ORD-BS-00341093515-3,2/7/2020,8,Columbus Race Equipment,BR-EC-010,1," 1,840 ", 18 ," 1,822 ",1,45," 1,867 ",205347
ORD-BS-00341093515-3,2/7/2020,9,Columbus Race Equipment,BR-EA-033,1," 2,130 ", - ," 2,130 ",1,45," 2,175 ",205347
ORD-BS-00341093515-3,2/7/2020,10,Columbus Race Equipment,BR-EA-034,1," 1,570 ", - ," 1,570 ",2,25," 1,620 ",205347
ORD-BS-00341093515-3,2/7/2020,11,Columbus Race Equipment,BM-TA-079,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",205347
ORD-BS-00341093515-3,2/7/2020,12,Columbus Race Equipment,BM-CA-061,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",205347
ORD-BS-00341093515-3,2/7/2020,13,Columbus Race Equipment,BR-EC-024,1," 5,860 ", 59 ," 5,801 ",2,25," 5,851 ",205347
ORD-BS-00341093515-3,2/7/2020,14,Columbus Race Equipment,BM-OC-049,6," 23,040 ", 38 ," 138,202 ",2,25," 138,252 ",205347
ORD-BS-00341093515-3,2/7/2020,15,Columbus Race Equipment,BM-TC-084,2," 8,960 ", 45 ," 17,875 ",1,45," 17,920 ",205347
ORD-BS-00341093515-3,2/7/2020,16,Columbus Race Equipment,BR-EC-027,1," 3,730 ", 37 ," 3,693 ",1,45," 3,738 ",205347
ORD-BS-00341093515-3,2/7/2020,17,Columbus Race Equipment,BR-TC-040,1," 3,200 ", 32 ," 3,168 ",1,45," 3,213 ",205347
ORD-BS-00341093515-3,2/7/2020,18,Columbus Race Equipment,BR-EA-019,1," 1,250 ", - ," 1,250 ",1,45," 1,295 ",205347
ORD-BS-00341093515-3,2/7/2020,19,Columbus Race Equipment,BM-CC-060,1," 4,260 ", 43 ," 4,217 ",1,45," 4,262 ",205347
ORD-BS-00341093515-3,2/7/2020,20,Columbus Race Equipment,BM-CC-067,1," 9,060 ", 91 ," 8,969 ",1,45," 9,014 ",205347
ORD-BS-00341093515-3,2/7/2020,21,Columbus Race Equipment,BM-OC-053,1," 3,730 ", 37 ," 3,693 ",1,45," 3,738 ",205347
ORD-BS-00341093515-3,2/7/2020,22,Columbus Race Equipment,BM-CC-055,3," 38,370 ", 128 ," 114,982 ",2,25," 115,032 ",205347
ORD-BS-00341093515-3,2/7/2020,23,Columbus Race Equipment,BM-CA-073,2," 3,680 ", - ," 7,360 ",1,45," 7,405 ",205347
ORD-BS-00341093515-3,2/7/2020,24,Columbus Race Equipment,BM-CC-068,1," 6,390 ", 64 ," 6,326 ",1,45," 6,371 ",205347
ORD-BS-00341093515-3,2/7/2020,25,Columbus Race Equipment,BR-EC-030,1," 2,660 ", 27 ," 2,633 ",2,25," 2,683 ",205347
ORD-BS-00341093515-3,2/7/2020,26,Columbus Race Equipment,BR-TC-041,2," 5,400 ", 27 ," 10,773 ",2,25," 10,823 ",205347
ORD-BS-00341093515-3,2/7/2020,27,Columbus Race Equipment,BR-EC-029,1," 2,660 ", 27 ," 2,633 ",2,25," 2,683 ",205347
ORD-BS-00341151575-3,2/7/2020,1,Columbus Race Equipment,BM-TC-081,1," 12,250 ", - ," 12,250 ",1,45," 12,295 ",599012
ORD-BS-00341151575-3,2/7/2020,2,Columbus Race Equipment,BM-FA-074,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",599012
ORD-BS-00341151575-3,2/7/2020,3,Columbus Race Equipment,BR-TC-040,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",599012
ORD-BS-00341151575-3,2/7/2020,4,Columbus Race Equipment,BR-EC-022,1," 9,590 ", - ," 9,590 ",1,45," 9,635 ",599012
ORD-BS-00341172590-3,2/9/2020,1,Columbus Race Equipment,BR-EC-027,1," 3,730 ", - ," 3,730 ",1,45," 3,775 ",205347
ORD-BS-00341172590-3,2/9/2020,2,Columbus Race Equipment,BM-CC-060,1," 4,260 ", - ," 4,260 ",1,45," 4,305 ",205347
ORD-BS-00341172590-3,2/9/2020,3,Columbus Race Equipment,BR-CC-044,1," 2,450 ", - ," 2,450 ",2,25," 2,500 ",205347
ORD-BS-00341172590-3,2/9/2020,4,Columbus Race Equipment,BM-CC-059,1," 5,330 ", - ," 5,330 ",1,45," 5,375 ",205347
ORD-BS-00341172590-3,2/9/2020,5,Columbus Race Equipment,BR-EC-002,1," 10,660 ", - ," 10,660 ",1,45," 10,705 ",205347
ORD-BS-00341172590-3,2/9/2020,6,Columbus Race Equipment,BR-EC-032,1," 1,840 ", - ," 1,840 ",2,25," 1,890 ",205347
ORD-BS-00341172590-3,2/9/2020,7,Columbus Race Equipment,BR-EA-037,1, 870 , - , 870 ,2,25, 920 ,205347
ORD-BS-00341172590-3,2/9/2020,8,Columbus Race Equipment,BM-TC-085,5," 18,650 ", - ," 93,250 ",2,25," 93,300 ",205347
ORD-BS-00341172590-3,2/9/2020,9,Columbus Race Equipment,BR-TC-038,1," 7,000 ", - ," 7,000 ",2,25," 7,050 ",205347
ORD-BS-00341172590-3,2/9/2020,10,Columbus Race Equipment,BR-EC-029,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",205347
ORD-BS-00341172590-3,2/9/2020,11,Columbus Race Equipment,BR-EA-013,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",205347
ORD-BS-00341172590-3,2/9/2020,12,Columbus Race Equipment,BM-CC-067,1," 9,060 ", - ," 9,060 ",2,25," 9,110 ",205347
ORD-BS-00341172590-3,2/9/2020,13,Columbus Race Equipment,BR-EA-018,1," 1,410 ", - ," 1,410 ",1,45," 1,455 ",205347
ORD-BS-00341172590-3,2/9/2020,14,Columbus Race Equipment,BM-CA-061,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",205347
ORD-BS-00341172590-3,2/9/2020,15,Columbus Race Equipment,BM-TC-083,1," 5,330 ", - ," 5,330 ",2,25," 5,380 ",205347
ORD-BS-00341172590-3,2/9/2020,16,Columbus Race Equipment,BR-EC-005,1," 4,260 ", - ," 4,260 ",2,25," 4,310 ",205347
ORD-BS-00341172590-3,2/9/2020,17,Columbus Race Equipment,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",205347
ORD-BS-00341172590-3,2/9/2020,18,Columbus Race Equipment,BR-EC-023,1," 7,460 ", - ," 7,460 ",2,25," 7,510 ",205347
ORD-BS-00341172590-3,2/9/2020,19,Columbus Race Equipment,BR-EA-034,1," 1,570 ", - ," 1,570 ",1,45," 1,615 ",205347
ORD-BS-00341172590-3,2/9/2020,20,Columbus Race Equipment,BR-EC-009,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",205347
ORD-BS-00341172590-3,2/9/2020,21,Columbus Race Equipment,BM-TC-082,1," 7,460 ", - ," 7,460 ",1,45," 7,505 ",205347
ORD-BS-00341172590-3,2/9/2020,22,Columbus Race Equipment,BR-TC-040,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",205347
ORD-BS-00341172590-3,2/9/2020,23,Columbus Race Equipment,BR-CC-043,1," 3,500 ", - ," 3,500 ",1,45," 3,545 ",205347
ORD-BS-00341172590-3,2/9/2020,24,Columbus Race Equipment,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",205347
ORD-BS-00341172590-3,2/9/2020,25,Columbus Race Equipment,BM-OC-049,1," 3,840 ", - ," 3,840 ",1,45," 3,885 ",205347
ORD-BS-00341172590-3,2/9/2020,26,Columbus Race Equipment,BR-EC-004,1," 5,330 ", - ," 5,330 ",1,45," 5,375 ",205347
ORD-BS-00341172590-3,2/9/2020,27,Columbus Race Equipment,BR-EA-017,1," 1,680 ", - ," 1,680 ",2,25," 1,730 ",205347
ORD-BS-00440949349-1,2/11/2020,1,Detroit Cycles,BR-TC-042,1," 1,950 ", - ," 1,950 ",1,45," 1,995 ",458320
ORD-BS-00440949349-1,2/11/2020,2,Detroit Cycles,BM-SA-091,1," 1,080 ", - ," 1,080 ",2,25," 1,130 ",458320
ORD-BS-00440949349-1,2/11/2020,3,Detroit Cycles,BM-SA-095,1, 585 , - , 585 ,2,25, 635 ,458320
ORD-BS-00440949349-1,2/11/2020,4,Detroit Cycles,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",458320
ORD-BS-00440959358-1,2/11/2020,1,Detroit Cycles,BM-FA-074,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",185077
ORD-BS-00440981387-1,2/13/2020,1,Detroit Cycles,BM-TA-077,1," 2,130 ", - ," 2,130 ",1,45," 2,175 ",599012
ORD-BS-00440981387-1,2/13/2020,2,Detroit Cycles,BR-TC-039,1," 4,500 ", - ," 4,500 ",1,45," 4,545 ",599012
ORD-BS-00440981387-1,2/13/2020,3,Detroit Cycles,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",599012
ORD-BS-00441019433-2,2/15/2020,1,Detroit Cycles,BR-EA-036,2," 2,060 ", - ," 4,120 ",1,45," 4,165 ",502509
ORD-BS-00441019433-2,2/15/2020,2,Detroit Cycles,BM-CA-071,1," 2,340 ", - ," 2,340 ",2,25," 2,390 ",502509
ORD-BS-00441046468-2,2/17/2020,1,Detroit Cycles,BM-CC-070,2," 5,760 ", - ," 11,520 ",1,45," 11,565 ",956821
ORD-BS-00441046468-2,2/17/2020,2,Detroit Cycles,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",956821
ORD-BS-00441054473-2,2/18/2020,1,Detroit Cycles,BM-CC-060,1," 4,260 ", - ," 4,260 ",2,25," 4,310 ",458320
ORD-BS-00441054473-2,2/18/2020,2,Detroit Cycles,BR-EC-031,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",458320
ORD-BS-00441137565-3,2/18/2020,1,Detroit Cycles,BR-TC-040,4," 12,800 ", - ," 51,200 ",2,25," 51,250 ",458320
ORD-BS-00441137565-3,2/18/2020,2,Detroit Cycles,BR-EA-021,1, 815 , - , 815 ,1,45, 860 ,458320
ORD-BS-00441137565-3,2/18/2020,3,Detroit Cycles,BR-CC-046,1," 1,750 ", - ," 1,750 ",1,45," 1,795 ",458320
ORD-BS-00441137565-3,2/18/2020,4,Detroit Cycles,BM-SA-091,1," 1,080 ", - ," 1,080 ",2,25," 1,130 ",458320
ORD-BS-00441137565-3,2/18/2020,5,Detroit Cycles,BR-EC-028,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",458320
ORD-BS-00441137565-3,2/18/2020,6,Detroit Cycles,BM-OC-049,3," 11,520 ", - ," 34,560 ",2,25," 34,610 ",458320
ORD-BS-00441137565-3,2/18/2020,7,Detroit Cycles,BR-EC-009,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",458320
ORD-BS-00441137565-3,2/18/2020,8,Detroit Cycles,BM-TA-077,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",458320
ORD-BS-00441137565-3,2/18/2020,9,Detroit Cycles,BM-OC-050,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",458320
ORD-BS-00441137565-3,2/18/2020,10,Detroit Cycles,BM-CC-069,1," 4,800 ", - ," 4,800 ",2,25," 4,850 ",458320
ORD-BS-00441137565-3,2/18/2020,11,Detroit Cycles,BM-TC-084,1," 4,480 ", - ," 4,480 ",1,45," 4,525 ",458320
ORD-BS-00441137565-3,2/18/2020,12,Detroit Cycles,BM-CA-065,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",458320
ORD-BS-00441137565-3,2/18/2020,13,Detroit Cycles,BR-EC-030,1," 2,660 ", - ," 2,660 ",1,45," 2,705 ",458320
ORD-BS-00441137565-3,2/18/2020,14,Detroit Cycles,BR-TC-038,1," 7,000 ", - ," 7,000 ",2,25," 7,050 ",458320
ORD-BS-00441137565-3,2/18/2020,15,Detroit Cycles,BM-FA-074,1," 3,730 ", - ," 3,730 ",1,45," 3,775 ",458320
ORD-BS-00441137565-3,2/18/2020,16,Detroit Cycles,BR-EC-001,1," 12,790 ", - ," 12,790 ",2,25," 12,840 ",458320
ORD-BS-00441137565-3,2/18/2020,17,Detroit Cycles,BR-EA-019,4," 5,000 ", - ," 20,000 ",2,25," 20,050 ",458320
ORD-BS-00441137565-3,2/18/2020,18,Detroit Cycles,BR-EC-032,3," 5,520 ", - ," 16,560 ",2,25," 16,610 ",458320
ORD-BS-00441137565-3,2/18/2020,19,Detroit Cycles,BR-CC-044,3," 7,350 ", - ," 22,050 ",2,25," 22,100 ",458320
ORD-BS-00441137565-3,2/18/2020,20,Detroit Cycles,BR-EA-016,2," 3,900 ", - ," 7,800 ",2,25," 7,850 ",458320
ORD-BS-00441137565-3,2/18/2020,21,Detroit Cycles,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",458320
ORD-BS-00441166587-3,2/20/2020,1,Detroit Cycles,BM-SA-093,1, 815 , - , 815 ,2,25, 865 ,359608
ORD-BS-00441166587-3,2/20/2020,2,Detroit Cycles,BR-EA-035,1," 1,250 ", - ," 1,250 ",1,45," 1,295 ",359608
ORD-BS-00441166587-3,2/20/2020,3,Detroit Cycles,BR-EA-036,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",359608
ORD-BS-00441166587-3,2/20/2020,4,Detroit Cycles,BM-OC-054,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",359608
ORD-BS-00441166587-3,2/20/2020,5,Detroit Cycles,BR-EA-011,1," 5,860 ", - ," 5,860 ",1,45," 5,905 ",359608
ORD-BS-00441166587-3,2/20/2020,6,Detroit Cycles,BR-CC-046,1," 1,750 ", - ," 1,750 ",1,45," 1,795 ",359608
ORD-BS-00441166587-3,2/20/2020,7,Detroit Cycles,BM-CC-066,1," 11,190 ", - ," 11,190 ",1,45," 11,235 ",359608
ORD-BS-00441166587-3,2/20/2020,8,Detroit Cycles,BM-SA-091,1," 1,080 ", - ," 1,080 ",2,25," 1,130 ",359608
ORD-BS-00540961361-1,2/21/2020,1,Cincinnati Speed,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",185077
ORD-BS-00540989402-1,2/22/2020,1,Cincinnati Speed,BM-CA-073,1," 1,840 ", - ," 1,840 ",1,45," 1,885 ",956821
ORD-BS-00540989402-1,2/22/2020,2,Cincinnati Speed,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",956821
ORD-BS-00540995408-1,2/24/2020,1,Cincinnati Speed,BR-EA-013,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",956821
ORD-BS-00540995408-1,2/24/2020,2,Cincinnati Speed,BR-EC-023,2," 14,920 ", - ," 29,840 ",2,25," 29,890 ",956821
ORD-BS-00540995408-1,2/24/2020,3,Cincinnati Speed,BR-EA-021,2," 1,630 ", - ," 3,260 ",2,25," 3,310 ",956821
ORD-BS-00540995408-1,2/24/2020,4,Cincinnati Speed,BR-EC-028,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",956821
ORD-BS-00540995408-1,2/24/2020,5,Cincinnati Speed,BR-EA-011,1," 5,860 ", - ," 5,860 ",2,25," 5,910 ",956821
ORD-BS-00540995408-1,2/24/2020,6,Cincinnati Speed,BR-EA-014,1," 2,660 ", - ," 2,660 ",1,45," 2,705 ",956821
ORD-BS-00540995408-1,2/24/2020,7,Cincinnati Speed,BM-CC-059,1," 5,330 ", - ," 5,330 ",2,25," 5,380 ",956821
ORD-BS-00540995408-1,2/24/2020,8,Cincinnati Speed,BM-CC-068,3," 19,170 ", - ," 57,510 ",2,25," 57,560 ",956821
ORD-BS-00540995408-1,2/24/2020,9,Cincinnati Speed,BR-CC-043,1," 3,500 ", - ," 3,500 ",1,45," 3,545 ",956821
ORD-BS-00540995408-1,2/24/2020,10,Cincinnati Speed,BR-EA-035,1," 1,250 ", - ," 1,250 ",1,45," 1,295 ",956821
ORD-BS-00540995408-1,2/24/2020,11,Cincinnati Speed,BR-TC-041,1," 2,700 ", - ," 2,700 ",1,45," 2,745 ",956821
ORD-BS-00540995408-1,2/24/2020,12,Cincinnati Speed,BR-TC-039,1," 4,500 ", - ," 4,500 ",2,25," 4,550 ",956821
ORD-BS-00540995408-1,2/24/2020,13,Cincinnati Speed,BR-EA-012,1," 4,260 ", - ," 4,260 ",1,45," 4,305 ",956821
ORD-BS-00540995408-1,2/24/2020,14,Cincinnati Speed,BR-EC-010,1," 1,840 ", - ," 1,840 ",2,25," 1,890 ",956821
ORD-BS-00540995408-1,2/24/2020,15,Cincinnati Speed,BR-EC-002,1," 10,660 ", - ," 10,660 ",2,25," 10,710 ",956821
ORD-BS-00540995408-1,2/24/2020,16,Cincinnati Speed,BM-TC-083,2," 10,660 ", - ," 21,320 ",2,25," 21,370 ",956821
ORD-BS-00540995408-1,2/24/2020,17,Cincinnati Speed,BR-TC-042,6," 11,700 ", - ," 70,200 ",1,45," 70,245 ",956821
ORD-BS-00541002411-2,2/25/2020,1,Cincinnati Speed,BM-CC-057,1," 7,460 ", - ," 7,460 ",1,45," 7,505 ",458320
ORD-BS-00541135562-3,2/27/2020,1,Cincinnati Speed,BR-TC-040,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",458320
ORD-BS-00541135562-3,2/27/2020,2,Cincinnati Speed,BR-EC-002,1," 10,660 ", - ," 10,660 ",1,45," 10,705 ",458320
ORD-BS-00541142567-3,2/29/2020,1,Cincinnati Speed,BM-CC-055,3," 38,370 ", - ," 115,110 ",1,45," 115,155 ",669618
ORD-BS-00541142567-3,2/29/2020,2,Cincinnati Speed,BM-TC-082,1," 7,460 ", - ," 7,460 ",2,25," 7,510 ",669618
ORD-BS-00541142567-3,2/29/2020,3,Cincinnati Speed,BR-EA-034,2," 3,140 ", - ," 6,280 ",2,25," 6,330 ",669618
ORD-BS-00541142567-3,2/29/2020,4,Cincinnati Speed,BR-TC-042,1," 1,950 ", - ," 1,950 ",2,25," 2,000 ",669618
ORD-BS-00541142567-3,2/29/2020,5,Cincinnati Speed,BR-EC-003,1," 7,990 ", - ," 7,990 ",1,45," 8,035 ",669618
ORD-BS-00541142567-3,2/29/2020,6,Cincinnati Speed,BR-EC-028,2," 6,400 ", - ," 12,800 ",2,25," 12,850 ",669618
ORD-BS-00541142567-3,2/29/2020,7,Cincinnati Speed,BR-EC-027,2," 7,460 ", - ," 14,920 ",1,45," 14,965 ",669618
ORD-BS-00541142567-3,2/29/2020,8,Cincinnati Speed,BR-EC-010,1," 1,840 ", - ," 1,840 ",2,25," 1,890 ",669618
ORD-BS-00541142567-3,2/29/2020,9,Cincinnati Speed,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,45," 1,725 ",669618
ORD-BS-00541142567-3,2/29/2020,10,Cincinnati Speed,BR-EA-037,4," 3,480 ", - ," 13,920 ",2,25," 13,970 ",669618
ORD-BS-00541142567-3,2/29/2020,11,Cincinnati Speed,BR-EA-012,1," 4,260 ", - ," 4,260 ",2,25," 4,310 ",669618
ORD-BS-00541142567-3,2/29/2020,12,Cincinnati Speed,BR-EA-011,1," 5,860 ", - ," 5,860 ",2,25," 5,910 ",669618
ORD-BS-00541142567-3,2/29/2020,13,Cincinnati Speed,BR-EC-024,1," 5,860 ", - ," 5,860 ",1,45," 5,905 ",669618
ORD-BS-00541142567-3,2/29/2020,14,Cincinnati Speed,BR-EA-033,1," 2,130 ", - ," 2,130 ",1,45," 2,175 ",669618
ORD-BS-00541142567-3,2/29/2020,15,Cincinnati Speed,BR-EA-013,2," 6,400 ", - ," 12,800 ",2,25," 12,850 ",669618
ORD-BS-00541142567-3,2/29/2020,16,Cincinnati Speed,BR-EC-007,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",669618
ORD-BS-00541142567-3,2/29/2020,17,Cincinnati Speed,BR-EA-018,1," 1,410 ", - ," 1,410 ",2,25," 1,460 ",669618
ORD-BS-00541142567-3,2/29/2020,18,Cincinnati Speed,BM-CC-059,1," 5,330 ", - ," 5,330 ",1,45," 5,375 ",669618
ORD-BS-00541151574-3,2/29/2020,1,Cincinnati Speed,BM-TA-087,1," 2,340 ", - ," 2,340 ",1,45," 2,385 ",848311
ORD-BS-00541151574-3,2/29/2020,2,Cincinnati Speed,BR-CC-043,5," 17,500 ", - ," 87,500 ",2,25," 87,550 ",848311
ORD-BS-00541151574-3,2/29/2020,3,Cincinnati Speed,BM-CC-069,1," 4,800 ", - ," 4,800 ",2,25," 4,850 ",848311
ORD-BS-00640933338-1,2/29/2020,1,Louisville Race Equipment,BR-EA-012,1," 4,260 ", - ," 4,260 ",2,25," 4,310 ",185077
ORD-BS-00640967367-1,2/29/2020,1,Louisville Race Equipment,BR-TC-039,1," 4,500 ", - ," 4,500 ",2,25," 4,550 ",669618
ORD-BS-00640967367-1,2/29/2020,2,Louisville Race Equipment,BR-CC-046,1," 1,750 ", - ," 1,750 ",2,25," 1,800 ",669618
ORD-BS-00640987396-1,3/1/2020,1,Louisville Race Equipment,BR-EC-022,1," 9,590 ", - ," 9,590 ",1,50," 9,640 ",848311
ORD-BS-00640987396-1,3/1/2020,2,Louisville Race Equipment,BM-OC-054,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",848311
ORD-BS-00640987396-1,3/1/2020,3,Louisville Race Equipment,BR-EC-009,1," 2,240 ", - ," 2,240 ",1,50," 2,290 ",848311
ORD-BS-00640987396-1,3/1/2020,4,Louisville Race Equipment,BM-FA-074,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",848311
ORD-BS-00641015425-2,3/1/2020,1,Louisville Race Equipment,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,50," 1,730 ",430843
ORD-BS-00641036457-2,3/1/2020,1,Louisville Race Equipment,BR-TC-038,1," 7,000 ", - ," 7,000 ",1,50," 7,050 ",956821
ORD-BS-00641036457-2,3/1/2020,2,Louisville Race Equipment,BR-EC-026,1," 4,800 ", - ," 4,800 ",1,50," 4,850 ",956821
ORD-BS-00641036457-2,3/1/2020,3,Louisville Race Equipment,BR-EC-027,1," 3,730 ", - ," 3,730 ",1,50," 3,780 ",956821
ORD-BS-00641036457-2,3/1/2020,4,Louisville Race Equipment,BR-EC-009,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",956821
ORD-BS-00641036457-2,3/1/2020,5,Louisville Race Equipment,BM-OC-047,1," 7,990 ", - ," 7,990 ",1,50," 8,040 ",956821
ORD-BS-00641036457-2,3/1/2020,6,Louisville Race Equipment,BR-EC-002,1," 10,660 ", - ," 10,660 ",2,25," 10,710 ",956821
ORD-BS-00641036457-2,3/1/2020,7,Louisville Race Equipment,BR-EA-012,1," 4,260 ", - ," 4,260 ",2,25," 4,310 ",956821
ORD-BS-00641036457-2,3/1/2020,8,Louisville Race Equipment,BM-CC-066,1," 11,190 ", - ," 11,190 ",2,25," 11,240 ",956821
ORD-BS-00641036457-2,3/1/2020,9,Louisville Race Equipment,BR-EC-006,1," 3,940 ", - ," 3,940 ",1,50," 3,990 ",956821
ORD-BS-00641036457-2,3/1/2020,10,Louisville Race Equipment,BM-OC-053,1," 3,730 ", - ," 3,730 ",1,50," 3,780 ",956821
ORD-BS-00641036457-2,3/1/2020,11,Louisville Race Equipment,BM-OC-049,1," 3,840 ", - ," 3,840 ",1,50," 3,890 ",956821
ORD-BS-00641036457-2,3/1/2020,12,Louisville Race Equipment,BM-CC-057,1," 7,460 ", - ," 7,460 ",2,25," 7,510 ",956821
ORD-BS-00641036457-2,3/1/2020,13,Louisville Race Equipment,BM-CC-068,1," 6,390 ", - ," 6,390 ",2,25," 6,440 ",956821
ORD-BS-00641036457-2,3/1/2020,14,Louisville Race Equipment,BR-EC-028,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",956821
ORD-BS-00641036457-2,3/1/2020,15,Louisville Race Equipment,BR-EC-023,1," 7,460 ", - ," 7,460 ",2,25," 7,510 ",956821
ORD-BS-00641036457-2,3/1/2020,16,Louisville Race Equipment,BR-EC-004,1," 5,330 ", - ," 5,330 ",2,25," 5,380 ",956821
ORD-BS-00641036457-2,3/1/2020,17,Louisville Race Equipment,BM-CC-069,1," 4,800 ", - ," 4,800 ",1,50," 4,850 ",956821
ORD-BS-00641036457-2,3/1/2020,18,Louisville Race Equipment,BM-CC-056,1," 9,060 ", - ," 9,060 ",1,50," 9,110 ",956821
ORD-BS-00641036457-2,3/1/2020,19,Louisville Race Equipment,BR-CC-045,1," 1,960 ", - ," 1,960 ",1,50," 2,010 ",956821
ORD-BS-00641036457-2,3/1/2020,20,Louisville Race Equipment,BR-TC-040,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",956821
ORD-BS-00641036457-2,3/1/2020,21,Louisville Race Equipment,BR-EC-022,1," 9,590 ", - ," 9,590 ",1,50," 9,640 ",956821
ORD-BS-00641036458-2,3/1/2020,1,Louisville Race Equipment,BR-EC-028,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",599012
ORD-BS-00641036458-2,3/1/2020,2,Louisville Race Equipment,BR-EC-001,1," 12,790 ", - ," 12,790 ",1,50," 12,840 ",599012
ORD-BS-00641036458-2,3/1/2020,3,Louisville Race Equipment,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",599012
ORD-BS-00641036458-2,3/1/2020,4,Louisville Race Equipment,BR-EC-003,1," 7,990 ", - ," 7,990 ",1,50," 8,040 ",599012
ORD-BS-00641036458-2,3/1/2020,5,Louisville Race Equipment,BM-TC-085,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",599012
